"CSC NAME","DATE","CALL START","CALL END","DURATION","OUTCOME","EMAIL","LANGUAGE","NOTES","CATEGORY & TARGET AUDIENCE","FACILITY","ADDRESS","INDUSTRY","ATTEMPT #","IS FOLLOW-UP NEEDED / RECOMMENDED?","IF YES, BY WHAT DATE SHOULD FOLLOW-UP BE CONDUCTED?","Were materials emailed after the call?","If Yes, Please describe","PHONE","CITY OR ZIP"
"Joy Hinshilwood","7/26/2021",11:18:00,11:21:00,"0:03","No answer; left voicemail",NA,"ENGLISH",NA,"CORPORATION: Employees","Bodycentre","801 Baker St Ste E","Cosmetology And Personal Hygiene Salons",2,"No",NA,"No",NA,"7146689925","92626"
"Joy Hinshilwood","7/26/2021",11:21:00,11:23:00,"0:02","Spoke with someone; they're not interested","info@24carrots.com","ENGLISH",NA,"SMALL BUSINESS: Customers","24 Carrots LLC","150 Baker St","Caterers",2,"No",NA,"No",NA,"8007171545","92626"
"Joy Hinshilwood","7/26/2021",11:23:00,11:26:00,"0:03","No answer; left voicemail","sallyannk@mothersmarket.com","ENGLISH",NA,"SMALL BUSINESS: Customers","Mothers Market & Kitchen Inc","100 Kalmus Dr","Health Foods",2,"No",NA,"No",NA,"7145496400","92626"
"Lilia Miranda","7/19/2021",10:00:00,10:02:00,"0:02","No answer; left voicemail",NA,"ENGLISH",NA,"CORPORATION: Employees","CAHUILLA CREEK RESTAURANT AND CASINO INC","52702 US Highway 371","Gambling Establishment- Casino",2,"No",NA,"No",NA,"9517631200","92539"
"Lilia Miranda","7/19/2021",NA,NA,"0:00",NA,"lsalinas@hemetusd.org","BOTH",NA,"EDUCATIONAL: Young Adults","HEMET UNIFIED SCHOOL DISTRICT","400 W Whittier Ave","Public Elementary School",NA,NA,NA,NA,NA,"9517651650","92543"
"Lilia Miranda","7/19/2021",NA,NA,"0:00",NA,"avillalpando@hemetusd.org","BOTH",NA,"EDUCATIONAL: Young Adults","HEMET UNIFIED SCHOOL DISTRICT","451 W Chambers Ave","Public Elementary School",NA,NA,NA,NA,NA,"9519254366","92543"
"Lilia Miranda","7/19/2021",NA,NA,"0:00",NA,"jhenry@hemetusd.org","ENGLISH",NA,"EDUCATIONAL: Young Adults","HEMET UNIFIED SCHOOL DISTRICT","441 N Lake St","Public Elementary School",NA,NA,NA,NA,NA,"9519270822","92544"
"Lilia Miranda","7/19/2021",NA,NA,"0:00",NA,"Miriam Ortiz:  mortiz@hemetusd.org","BOTH",NA,"EDUCATIONAL: Young Adults","HEMET UNIFIED SCHOOL DISTRICT","985 N Cawston Ave","Public Elementary And Secondary Schools",NA,NA,NA,NA,NA,"9517656287","92545"
"Lilia Miranda","7/19/2021",10:23:00,10:26:00,"0:03","Spoke with someone; they're not interested",NA,"ENGLISH",NA,"CORPORATION: Employees","CITY OF MORENO VALLEY","14177 Frederick St","Executive Offices, Local Government",NA,NA,NA,NA,NA,"9514133000","92553"
"Lilia Miranda","7/19/2021",10:30:00,10:31:00,"0:01","No answer; did not leave voicemail",NA,"ENGLISH","out for summer break","EDUCATIONAL: Young Adults","MORENO VALLEY UNIFIED SCHOOL DISTRICT","23990 Eucalyptus Ave","Public Elementary And Secondary Schools",NA,NA,NA,NA,NA,"9515714710","92553"
"Lilia Miranda","7/19/2021",10:35:00,10:36:00,"0:01","No answer; did not leave voicemail",NA,"ENGLISH",NA,"CORPORATION: Employees","CITY OF MURRIETA","1 Town Sq","Executive Offices, Local Government",NA,NA,NA,NA,NA,"9513042489","92562"
"Lilia Miranda","7/19/2021",10:40:00,10:42:00,"0:02","Spoke with someone; they're not interested",NA,"ENGLISH",NA,"CORPORATION: Employees","IKHANA GROUP, LLC","37260 Sky Canyon Dr # 20","Flaps, Aircraft Wing",NA,NA,NA,NA,NA,"9516000009","92563"
"Lilia Miranda","7/20/2021",10:50:00,10:54:00,"0:04","Spoke with someone; they're interested","ldoucette@southshores.ord","ENGLISH","summer break","EDUCATIONAL: Children","CAPISTRANO VALLEY CHRISTIAN SCHOOLS INC","32032 Del Obispo St","Private Elementary And Secondary Schools",NA,NA,NA,NA,NA,"9496614991","92675"
"Lilia Miranda","7/20/2021",11:00:00,11:02:00,"0:02","Spoke with someone; they're not interested",NA,"ENGLISH","summer break","EDUCATIONAL: Children","CAPISTRANO UNIFIED SCHOOL DISTRICT","33122 Valle Rd","School Board",NA,NA,NA,NA,NA,"9492349200","92675"
"Lilia Miranda","7/20/2021",11:20:00,11:24:00,"0:04","No answer; left voicemail",NA,"ENGLISH",NA,"HEALTHCARE: In-Patient","SUNRISE SENIOR LIVING, LLC","31741 Rancho Viejo Rd","Convalescent Home With Continuous Nursing Care",NA,NA,NA,NA,NA,"9492488855","92675"
"Lilia Miranda","7/20/2021",11:30:00,11:32:00,"0:02","Spoke with someone; they're interested","mary@diamondpeo.com","ENGLISH",NA,"CORPORATION: Employees","DIAMOND PEO, LLC","27442 Calle Arroyo Ste A","Employment Agencies",NA,NA,NA,NA,NA,"7147285186","92675"
"Lilia Miranda","7/20/2021",11:45:00,11:47:00,"0:02","No answer; left voicemail",NA,"ENGLISH",NA,"CORPORATION: Employees","ALLEN USED CARS, LLC","28332 Camino Capistrano","Automobiles, New And Used",NA,NA,NA,NA,NA,"9495820800","92677"
"Lilia Miranda","7/20/2021",11:55:00,11:57:00,"0:02","No answer; left voicemail",NA,"ENGLISH","summer break","EDUCATIONAL: Children","WESTMINSTER SCHOOL DISTRICT","14121 Cedarwood St","Public Elementary School",NA,NA,NA,NA,NA,"7148928946","92683"
"Lilia Miranda","7/20/2021",12:00:00,12:01:00,"0:01","No answer; left voicemail",NA,"ENGLISH","summer break","EDUCATIONAL: Children","ST. JOHN'S EPISCOPAL CHURCH & SCHOOL","30382 Via Con Dios","Private Elementary And Secondary Schools",NA,NA,NA,NA,NA,"9498585144","92688"
"Lilia Miranda","7/20/2021",12:03:00,12:06:00,"0:03","Spoke with someone; they're interested","ameza@saratech.com","ENGLISH",NA,"CORPORATION: Employees","PAYDARFAR INDUSTRIES, INC.","26054 Acero","Computer Software",NA,NA,NA,NA,NA,"9494813267","92691"
"Lilia Miranda","7/20/2021",12:10:00,12:11:00,"0:01","No answer; did not leave voicemail",NA,"ENGLISH","didnt go to vM after trasnfer","SMALL BUSINESS: Customers","CITY OF SANTA ANA","26 Civic Center Plz","Public Library",NA,NA,NA,NA,NA,"7146475250","92701"
"Lilia Miranda","7/20/2021",09:37:00,09:40:00,"0:03","Spoke with someone; they're not interested","dan@legacyproduce.com","ENGLISH",NA,"CORPORATION: Employees","LEGACY FARMS, LLC","1765 W Penhall Way","Fruits, Fresh",NA,NA,NA,NA,NA,"7147361800","92801"
"Lilia Miranda","7/20/2021",09:40:00,09:43:00,"0:03","No answer; left voicemail","info@infinitydw.com","ENGLISH",NA,"CORPORATION: Employees","INFINITY DRYWALL CONTRACTING INC.","225 S Loara St","Drywall",NA,NA,NA,NA,NA,"7146342255","92802"
"Lilia Miranda","7/20/2021",09:43:00,09:48:00,"0:05","No answer; left voicemail","cobannion@fairmontschools.com","ENGLISH","summer break","EDUCATIONAL: Children","FAIRMONT SCHOOLS, INC.","1557 W Mable St","Private Elementary And Secondary Schools",NA,NA,NA,NA,NA,"7147656300","92802"
"Lilia Miranda","7/20/2021",09:48:00,09:51:00,"0:03","No answer; left voicemail","adrianag@empi.us.com","ENGLISH",NA,"SMALL BUSINESS: Customers","EMPI, INC.","301 E Orangethorpe Ave","Automotive Supplies And Parts",NA,NA,NA,NA,NA,"7144469606","92801"
"Lilia Miranda","7/20/2021",09:52:00,09:55:00,"0:03","No answer; left voicemail","Katorres@woodmark.com","ENGLISH",NA,"SMALL BUSINESS: Customers","RSI HOME PRODUCTS, INC.","400 E Orangethorpe Ave","Kitchen Cabinets: Metal",NA,NA,NA,NA,NA,"7144492200","92801"
"Lilia Miranda","7/20/2021",09:55:00,09:58:00,"0:03","No answer; did not leave voicemail","lrubi@ssdalarm.com","ENGLISH",NA,"CORPORATION: Employees","SECURITY SIGNAL DEVICES, INC.","1740 N Lemon St","Security Systems Services",NA,NA,NA,NA,NA,"8008880444","92801"
"Lilia Miranda","7/20/2021",NA,NA,NA,NA,"mary@kbirecycling.com","ENGLISH",NA,"CORPORATION: Employees","KINSBURSKY BROS. SUPPLY, INC.","125 E Commercial St Ste A","Metal Scrap And Waste Materials",NA,NA,NA,NA,NA,"7147388516","92801"
"Lilia Miranda","7/20/2021",NA,NA,NA,NA,"solange@logomark.com","BOTH",NA,"CORPORATION: Employees","LOGOMARK, INC.","1201 Bell Ave","Advertising Specialties",NA,NA,NA,NA,NA,"7146756100","92780"
"Lilia Miranda","7/20/2021",NA,NA,NA,NA,"mlyster@anaheim.net","ENGLISH",NA,"NON-PROFIT: Community Members","CITY OF ANAHEIM","200 S Anaheim Blvd","City Council",NA,NA,NA,NA,NA,"7147655162","92805"
"Lilia Miranda","7/20/2021",NA,NA,NA,NA,"cruz_ad@auhsd.us","ENGLISH","summer break","EDUCATIONAL: Young Adults","ANAHEIM UNION HIGH SCHOOL DIST","501 N Crescent Way","Public Elementary And Secondary Schools",NA,NA,NA,NA,NA,"7149993511","92801"
"Lilia Miranda","7/20/2021",NA,NA,NA,NA,"srembling_j@auhsd.us","ENGLISH","summer break","EDUCATIONAL: Children","ANAHEIM UNION HIGH SCHOOL DIST","1765 W Cerritos Ave","Public Senior High School",NA,NA,NA,NA,NA,"7149993677","92804"
"Lilia Miranda","7/20/2021",NA,NA,NA,NA,"mlyster@anaheim.net","ENGLISH",NA,"CORPORATION: Employees","CITY OF ANAHEIM","425 S Harbor Blvd","Police Protection, Local Government",NA,NA,NA,NA,NA,"7147651900","92805"
"Lilia Miranda","7/21/2021",08:38:00,08:38:00,"0:00","No answer; did not leave voicemail","email@pebblebeach.com","ENGLISH","line busy?","SMALL BUSINESS: Customers","PEBBLE BEACH RESORT CO DBA LONE CYPRESS SHOP","2700 17 Mile Dr","Public Golf Courses",NA,NA,NA,NA,NA,"8316477500","93953"
"Lilia Miranda","7/21/2021",08:40:00,08:41:00,"0:01","No answer; left voicemail","rxo1011@lausd.net","ENGLISH","summer break","EDUCATIONAL: Young Adults","ROBERT LOUIS STEVENSON SCHOOL","3152 Forest Lake Rd","Private Elementary And Secondary Schools",NA,NA,NA,NA,NA,"8316258300","93953"
"Lilia Miranda","7/21/2021",09:15:00,09:18:00,"0:03","Spoke with someone; they're not interested","crusso@schcd.com","ENGLISH","has their own","HEALTHCARE: In-Patient","SOLEDAD COMMUNITY HEALTH CARE DISTRICT FOUNDATION","612 Main St","Skilled Nursing Care Facilities",NA,NA,NA,NA,NA,"8316782462","93960"
"Lilia Miranda","7/21/2021",09:18:00,09:22:00,"0:04","No answer; left voicemail","rbangs@soledad.k12.ca.us","ENGLISH","summer break","EDUCATIONAL: Young Adults","SOLEDAD UNIFIED SCHOOL DISTRICT","400 Entrada Dr","Public Elementary School",NA,NA,NA,NA,NA,"8316786480","93960"
"Lilia Miranda","7/21/2021",09:22:00,09:24:00,"0:02","No answer; left voicemail","info@blazerwilkinson.com","ENGLISH",NA,"CORPORATION: Employees","BLAZER WILKINSON, LP","19040 Portola Dr","Fresh Fruits And Vegetables",NA,NA,NA,NA,NA,"8314553700","93908"
"Lilia Miranda","7/21/2021",09:24:00,09:25:00,"0:01","No answer; did not leave voicemail","admissions@ndnu.edu","ENGLISH","summer break","EDUCATIONAL: Young Adults","NOTRE DAME DE NAMUR UNIVERSITY","1500 Ralston Ave","University",NA,NA,NA,NA,NA,"6505083500","94002"
"Lilia Miranda","7/21/2021",09:25:00,09:29:00,"0:04","Spoke with someone; they're not interested","raj@jsbindery.com","ENGLISH","hung up quicly","CORPORATION: Employees","J'S TRADE BINDERY SERVICES, INC.","209 Oxford Way","Trade Binding Services",NA,NA,NA,NA,NA,"6504861475","94002"
"Lilia Miranda","7/21/2021",09:29:00,09:31:00,"0:02","No answer; did not leave voicemail","wellness@smcgov.org","ENGLISH","rang and VM","CORPORATION: Employees","COUNTY OF SAN MATEO","1 Davis Dr","Administration Of Social And Manpower Programs, County Government",NA,NA,NA,NA,NA,"6508027507","94002"
"Lilia Miranda","7/21/2021",09:31:00,09:32:00,"0:01","Spoke with someone; they're not interested","lkirby@belmont.gov","ENGLISH",NA,"NON-PROFIT: Community Members","CITY OF BELMONT","1 Twin Pines Ln Ste 230","Mayors' Office",NA,NA,NA,NA,NA,"6505957408","94002"
"Lilia Miranda","7/21/2021",09:32:00,09:34:00,"0:02","No answer; left voicemail","candy@rjlobugh.com","ENGLISH","rang and VM","SMALL BUSINESS: Customers","PACIFIC SCREW PRODUCTS, INC.","1331 Old County Rd Ste C","Machine Shop, Jobbing And Repair",NA,NA,NA,NA,NA,"6505839682","94002"
"Lilia Miranda","7/21/2021",09:34:00,09:36:00,"0:02","No answer; left voicemail","myang@harriscompany.com","ENGLISH","rang but no VM option","CORPORATION: Employees","F. W. SPENCER & SON, INC.","99 S Hill Dr","Plumbing Contractors",NA,NA,NA,NA,NA,"4154685000","94005"
"Lilia Miranda","7/21/2021",09:36:00,09:38:00,"0:02","No answer; left voicemail","florence@singtaousa.com","ENGLISH","rang and VM","CORPORATION: Employees","SING TAO NEWSPAPERS SAN FRANCISCO LTD.","1818 Gilbreth Rd Ste 108","Commercial Printing And Newspaper Publishing Combined",NA,NA,NA,NA,NA,"6508088800","94010"
"Lilia Miranda","7/21/2021",09:39:00,09:41:00,"0:02","No answer; did not leave voicemail","INFO@CCFD.ORG","ENGLISH","rang but no VM option","CORPORATION: Employees","CITY OF BURLINGAME","1399 Rollins Rd","Fire Protection, State Government",NA,NA,NA,NA,NA,"6505587600","94010"
"Lilia Miranda","7/21/2021",09:41:00,09:44:00,"0:03","Spoke with someone; they're not interested",NA,"ENGLISH","gave them our website just in case","CORPORATION: Employees","BURLINGAME COUNTRY CLUB","80 New Place Rd","Country Club, Membership",NA,NA,NA,NA,NA,"6506968100","94010"
"Lilia Miranda","7/21/2021",09:44:00,09:46:00,"0:02","No answer; left voicemail","jfarmer@guittard.com","ENGLISH",NA,"SMALL BUSINESS: Customers","GUITTARD CHOCOLATE HOLDINGS CO.","10 Guittard Rd","Chocolate",NA,NA,NA,NA,NA,"6506974427","94010"
"Lilia Miranda","7/21/2021",09:46:00,09:48:00,"0:02","Spoke with someone; they're not interested","crystal.lee@worklucky.com","ENGLISH","said they dont need this","CORPORATION: Employees","LUCKY CHANCES, INC.","1700 Hillside Blvd","Casino Hotel",NA,NA,NA,NA,NA,"6507582237","94014"
"Lilia Miranda","7/21/2021",09:48:00,09:51:00,"0:03","No answer; left voicemail","legal@uberrealestate.com","ENGLISH",NA,"CORPORATION: Employees","UBER","101 Jefferson Dr","Travel Agencies",NA,NA,NA,NA,NA,"8664406700","94025"
"Lilia Miranda","7/21/2021",09:51:00,09:54:00,"0:03","No answer; left voicemail",NA,"ENGLISH",NA,"CORPORATION: Employees","QUICKEN INC.","3760 Haven Ave","Computer Software Development And Applications",NA,NA,NA,NA,NA,"6505643399","94025"
"Lilia Miranda","7/21/2021",09:58:00,10:00:00,"0:02","Spoke with someone; they're interested","mgonzalez@gachina.com","SPANISH","gave them our information","CORPORATION: Employees","GACHINA LANDSCAPE MANAGEMENT, INC.","1130 Obrien Dr","Landscape Services",NA,NA,NA,NA,NA,"6508530400","94025"
"Lilia Miranda","7/21/2021",10:00:00,10:01:00,"0:01","No answer; did not leave voicemail","hr@personalis.com","ENGLISH","summer break","EDUCATIONAL: Children","PERSONALIS, INC.","1330 Obrien Dr","Biological Laboratory",NA,NA,NA,NA,NA,"6507521300","94025"
"Lilia Miranda","7/21/2021",10:01:00,10:03:00,"0:02","No answer; left voicemail","bpolito@llesd.org","ENGLISH","summer break","EDUCATIONAL: Children","LAS LOMITAS ELEMENTARY SCHOOL DISTRICT","1011 Altschul Ave","Public Elementary School",NA,NA,NA,NA,NA,"6508546311","94025"
"Lilia Miranda","7/21/2021",10:04:00,10:06:00,"0:02","No answer; left voicemail","ekekos@rcsdk8.net","ENGLISH","summer break","EDUCATIONAL: Children","REDWOOD CITY SCHOOL DISTRICT","170 Selby Ln","Public Junior High School",NA,NA,NA,NA,NA,"6503683996","94027"
"Lilia Miranda","7/21/2021",10:07:00,10:10:00,"0:03","No answer; did not leave voicemail","jmontalvo@llesd.org","ENGLISH","summer break","EDUCATIONAL: Children","LAS LOMITAS ELEMENTARY SCHOOL DISTRICT","299 Alameda","Public Elementary School",NA,NA,NA,NA,NA,"6508545900","94027"
"Lilia Miranda","7/21/2021",10:11:00,10:13:00,"0:02","No answer; did not leave voicemail","csangco@millbraesd.org","ENGLISH","summer break","EDUCATIONAL: Children","MILLBRAE SCHOOL DISTRICT","850 Taylor Blvd","Public Junior High School",NA,NA,NA,NA,NA,"6506974096","94030"
"Lilia Miranda","7/21/2021",10:13:00,10:16:00,"0:03","No answer; left voicemail","sasan_goodarzi@intuit.com","ENGLISH",NA,"CORPORATION: Employees","INTUIT INC.","2700 Coast Ave","Prepackaged Software",NA,NA,NA,NA,NA,"6509446000","94043"
"Lilia Miranda","7/21/2021",10:16:00,10:18:00,"0:02","No answer; left voicemail","jasoncurtis@sfhs.com","ENGLISH","summer break","EDUCATIONAL: Young Adults","SAINT FRANCIS HIGH SCHOOL OF MOUNTAIN VIEW, CALIFORNIA","1885 Miramonte Ave","Catholic Senior High School",NA,NA,NA,NA,NA,"6509681213","94040"
"Lilia Miranda","7/21/2021",10:18:00,10:20:00,"0:02","Spoke with someone; they're not interested","hr@aeratechnology.com","ENGLISH","no","CORPORATION: Employees","AERA TECHNOLOGY, INC.","707 California St","Computer Software Development",NA,NA,NA,NA,NA,"4085242222","94041"
"Lilia Miranda","7/21/2021",10:20:00,10:22:00,"0:02","No answer; left voicemail","info@purestorage.com","ENGLISH",NA,"CORPORATION: Employees","PURE STORAGE, INC.","650 Castro St Ste 400","Prepackaged Software",NA,NA,NA,NA,NA,"8003797873","94041"
"Lilia Miranda","7/21/2021",10:22:00,10:26:00,"0:04","No answer; left voicemail","tvikjord@mvwsd.org (emailed at 11:26 AM)","ENGLISH","summer break","EDUCATIONAL: Young Adults","MOUNTIAN VIEW-WHISMAN SCHOOL DISTRICT","460 Thompson Ave","Public Elementary School",NA,NA,NA,NA,NA,"6509036915","94043"
"Lilia Miranda","7/21/2021",10:27:00,10:30:00,"0:03","No answer; left voicemail","ssnow@carepartners.us","ENGLISH",NA,"HEALTHCARE: Out-Patient","Care Partners Home Care","150 Paularino Ave Unit D-182","Home Health Care",NA,NA,NA,NA,NA,"8883364820","92629"
"Lilia Miranda","7/21/2021",10:30:00,10:32:00,"0:02","No answer; left voicemail",NA,"ENGLISH",NA,"NON-PROFIT: Community Members","Yvonne B Burke Senior & Community Center","4750 W 62nd St","Community Center",NA,NA,NA,NA,NA,"3232986038","92629"
"Lilia Miranda","7/21/2021",10:32:00,10:34:00,"0:02","No answer; left voicemail","heather@oceanfrontrecovery.com","ENGLISH",NA,"HEALTHCARE: Out-Patient","Oceanfront Recovery","312 Broadway St","Rehab Center",NA,NA,NA,NA,NA,"8889731557","92629"
"Lilia Miranda","7/21/2021",10:42:00,10:44:00,"0:02","Spoke with someone; they're not interested",NA,"ENGLISH","already have something similar","HEALTHCARE: Out-Patient","Able To Change Recovery","31501 Rancho Viejo Rd Ste 101","Rehab Center",NA,NA,NA,NA,NA,"8662253260","92629"
"Lilia Miranda","7/21/2021",10:44:00,10:47:00,"0:03","No answer; left voicemail",NA,"ENGLISH",NA,"HEALTHCARE: Out-Patient","New Method Wellness","31473 Rancho Viejo Rd","Rehab Center",NA,NA,NA,NA,NA,"8669511824","92629"
"Lilia Miranda","7/21/2021",11:15:00,11:18:00,"0:03","Spoke with someone; they're interested","erivers@homeatlastcdc.org","ENGLISH","i gave them our info again","NON-PROFIT: Community Members","Home At Last CDC","3425 W Manchester Blvd","Homeless Shelter",NA,NA,NA,NA,NA,"3237507177","92629"
"Lilia Miranda","7/22/2021",09:37:00,09:39:00,"0:02","No answer; did not leave voicemail","Corporate.Responsibility@target.com (emailed at 11:09 AM)","ENGLISH","there wasnt a VM option","CORPORATION: Employees","Target","1811 Hillsdale Ave","Department Stores, Discount",NA,NA,NA,NA,NA,"4082677900","95124"
"Lilia Miranda","7/22/2021",09:41:00,09:43:00,"0:02","No answer; did not leave voicemail","NordstromPR@Nordstrom.com (emailed at 11:53 AM)","ENGLISH",NA,"CORPORATION: Employees","Nordstrom","2400 Forest Ave","Family Clothing Stores",NA,NA,NA,NA,NA,"4082482180","95128"
"Lilia Miranda","7/22/2021",09:45:00,09:46:00,"0:01","No answer; did not leave voicemail","HREmploymentServices@sjeccd.edu (emailed at 11:57 AM)","ENGLISH","summer classes only","EDUCATIONAL: Young Adults","San Jose City College","2100 Moorpark Ave","Junior College",NA,NA,NA,NA,NA,"4082982181","95128"
"Lilia Miranda","7/22/2021",09:50:00,09:51:00,"0:01","No answer; left voicemail","ljackson@gmnameplate.com (emailed at 12:08 PM)","ENGLISH",NA,"CORPORATION: Employees","GM Nameplate Inc","2095 Otoole Ave","Labels, Paper: Made From Purchased Material",NA,NA,NA,NA,NA,"4084351666","95131"
"Lilia Miranda","7/22/2021",09:55:00,09:57:00,"0:02","Spoke with someone; they're not interested","education@broadcom.com","ENGLISH",NA,"CORPORATION: Employees","Brocade Cmmnctions Systems LLC","1320 Ridder Park Dr","Computer Peripheral Equipment, Nec",NA,NA,NA,NA,NA,"4083338000","95131"
"Lilia Miranda","7/22/2021",10:00:00,10:01:00,"0:01","No answer; did not leave voicemail","info@therma.com","ENGLISH",NA,"SMALL BUSINESS: Customers","Therma LLC","1601 Las Plumas Ave","Sheet Metalwork",NA,NA,NA,NA,NA,"4083473400","95133"
"Lilia Miranda","7/22/2021",10:02:00,10:04:00,"0:02","No answer; did not leave voicemail",NA,"ENGLISH",NA,"CORPORATION: Employees","Cisco","170 W Tasman Dr","Financial Services",NA,NA,NA,NA,NA,"6103865870","95134"
"Lilia Miranda","7/22/2021",10:05:00,10:06:00,"0:01","Spoke with someone; they're not interested","support@cadence.com","ENGLISH",NA,"CORPORATION: Employees","Cadence","2655 Seely Ave Bldg 5","Prepackaged Software",NA,NA,NA,NA,NA,"4089431234","95134"
"Lilia Miranda","7/22/2021",10:14:00,10:17:00,"0:03","Spoke with someone; they're not interested","dwelch@metroed.net; pmdonald@metroed.net","ENGLISH",NA,"EDUCATIONAL: Young Adults","Silicon Valley Career","760 Hillsdale Ave","Public Vocational/Technical School",NA,NA,NA,NA,NA,"4087236464","95136"
"Lilia Miranda","7/22/2021",10:19:00,10:21:00,"0:02","Spoke with someone; they're not interested","mreschl@sanjuancapistrano.org","ENGLISH",NA,"NON-PROFIT: Community Members","City Of San Juan Capistrano","32400 Paseo Adelanto","Executive Offices, Local Government",NA,NA,NA,NA,NA,"9494931171","92675"
"Lilia Miranda","7/22/2021",10:23:00,10:25:00,"0:02","No answer; left voicemail","kat@madonnainn.com","ENGLISH",NA,"SMALL BUSINESS: Customers","Madonna Inn Inc","100 Madonna Rd","Retail Bakeries",NA,NA,NA,NA,NA,"8055433000","93405"
"Lilia Miranda","7/22/2021",10:30:00,10:34:00,"0:04","Spoke with someone; they're interested","bhcs@palomar.edu","ENGLISH",NA,"EDUCATIONAL: Young Adults","Palomar College","1140 W Mission Rd","Community College",NA,NA,NA,NA,NA,"7607441150","92069"
"Lilia Miranda","7/22/2021",10:14:00,10:17:00,"0:03","Spoke with someone; they're not interested","mschellenger@san-marcos.net","ENGLISH",NA,"NON-PROFIT: Community Members","City Of San Marcos","1 Civic Center Dr Ste 100","Supply Agency, Government",NA,NA,NA,NA,NA,"7607441050","92069"
"Lilia Miranda","7/22/2021",10:19:00,10:21:00,"0:02","No answer; left voicemail","yelena.smithson@smusd.org","ENGLISH","summer break","EDUCATIONAL: Children","Discovery Elementary School","730 Applewilde Dr","Public Elementary School",NA,NA,NA,NA,NA,"7602902077","92078"
"Lilia Miranda","7/22/2021",10:23:00,10:25:00,"0:02","No answer; left voicemail","eking@cpinc.org","ENGLISH",NA,"CORPORATION: Employees","Center Point Inc","135 Paul Dr","Social Service Center",NA,NA,NA,NA,NA,"4154924444","94903"
"Lilia Miranda","7/22/2021",10:30:00,10:34:00,"0:04","No answer; left voicemail","sburfield@srvusd.net","ENGLISH","summer break","EDUCATIONAL: Children","Quail Run Elementary School","4000 Goldenbay Ave","Public Elementary School",NA,NA,NA,NA,NA,"9255604000","94582"
"Lilia Miranda","7/22/2021",10:47:00,10:49:00,"0:02","No answer; did not leave voicemail",NA,"ENGLISH",NA,"CORPORATION: Employees","Green Hills Software LLC","30 W Sola St","Prepackaged Software",NA,NA,NA,NA,NA,"8059656044","93101"
"Lilia Miranda","7/22/2021",10:50:00,10:52:00,"0:02","Spoke with someone; they're not interested","Ksmith@momentum4work.org","ENGLISH",NA,"CORPORATION: Employees","Tri-Counties Regional Center","520 E Montecito St","Association For The Handicapped",NA,NA,NA,NA,NA,"8059627881","93103"
"Lilia Miranda","7/22/2021",10:59:00,11:01:00,"0:02","Spoke with someone; they're not interested",NA,"ENGLISH",NA,"CORPORATION: Employees","Joseph J Albanese Inc","P O Box 667","Foundation And Footing Contractor",NA,NA,NA,NA,NA,"4087275700","95052"
"Lilia Miranda","7/22/2021",10:47:00,10:49:00,"0:02","No answer; did not leave voicemail","letters@gty.org","ENGLISH",NA,"SMALL BUSINESS: Customers","Grace To You Radio Ministries","P O Box 4000","Radio Broadcasting Stations",NA,NA,NA,NA,NA,"6612955777","91412"
"Lilia Miranda","7/22/2021",10:50:00,10:52:00,"0:02","No answer; left voicemail","sjones@victorvilleca.gov","ENGLISH",NA,"SMALL BUSINESS: Customers","City Of Victorville","P O Box 5001","City And Town Managers' Office",NA,NA,NA,NA,NA,"7609555000","92393"
"Lilia Miranda","7/22/2021",10:59:00,11:01:00,"0:02","No answer; left voicemail",NA,"ENGLISH","summer break","EDUCATIONAL: Young Adults","Golden West High School","1717 N Mcauliff St","Public Senior High School",NA,NA,NA,NA,NA,"5597307801","93292"
"Lilia Miranda","7/22/2021",11:04:00,11:06:00,"0:02","No answer; did not leave voicemail",NA,"ENGLISH",NA,"CORPORATION: Employees","Target","1751 University Dr","Department Stores, Discount",NA,NA,NA,NA,NA,"7609410220","92083"
"Lilia Miranda","7/22/2021",11:10:00,11:12:00,"0:02","No answer; left voicemail","kmattoon@wvusd.org","ENGLISH","summer break","EDUCATIONAL: Children","Walnut Valley Unified Schl Dst","880 S Lemon Ave","Public Elementary And Secondary Schools",NA,NA,NA,NA,NA,"9095951261","91789"
"Lilia Miranda","7/22/2021",11:15:00,11:18:00,"0:03","Spoke with someone; they're not interested","Michelle Lee mlee@markwins.con","ENGLISH",NA,"SMALL BUSINESS: Customers","Markwins International Corp","22067 Ferrero","Cosmetics",NA,NA,NA,NA,NA,"9095958898","91789"
"Lilia Miranda","7/22/2021",11:20:00,11:21:00,"0:01","No answer; left voicemail","hr@rosmoor.com","ENGLISH",NA,"HEALTHCARE: In-Patient","Rossmoor","P O Box 2070","Real Estate Managers",NA,NA,NA,NA,NA,"9259887700","94595"
"Lilia Miranda","7/22/2021",11:26:00,11:28:00,"0:02","Spoke with someone; they're interested","tpeck@bmmi.net","ENGLISH",NA,"HEALTHCARE: Out-Patient","Bay Medical Management LLC","2125 Oak Grove Rd Ste 200","Radiologist",NA,NA,NA,NA,NA,"9252967150","94598"
"Lilia Miranda","7/22/2021",11:30:00,11:31:00,"0:01","No answer; did not leave voicemail",NA,"ENGLISH",NA,"CORPORATION: Employees","Harvest Technical Service Inc","1839 Ygnacio Valley Rd","Executive Placement",NA,NA,NA,NA,NA,"9259374874","94598"
