CSC.NAME,DATE,CALL.START.TIME,CALL.END.TIME,CALL.DURATION,OUTCOME,EMAIL..If.Interested.,SPANISH..Y.N.,NOTES,CATEGORY...TARGET.AUDIENCE,FACILITY,ADDRESS,INDUSTRY,PHONE,ZIP,,,,
Sonia Highbaugh,5/24/2021,10:00:00,10:03:00,3,No answer; did not leave voicemail,NA,NA,NA,NA,"D'ARRIGO BROS. CO., OF CALIFORNIA",21777 Harris Rd,Broccoli Farm,8314554500,93908,,,,
Cindy Mejia,5/24/2021,10:49:00,10:50:00,1,Spoke with someone; they're not interested,NA,NA,"said, ""no thank you, not interested"" and hung up",NA,"GROWERS EXPRESS, LLC",409 Washington St Ste 100,Vegetables,8317579951,93940,,,,
Cindy Mejia,5/24/2021,10:51:00,10:54:00,3,No answer; left voicemail,NA,NA,NA,NA,"TAYLOR FRESH FOODS, INC.",150 Main St Ste 400,Vegetable Crops Market Preparation Services,8316769023,93901,,,,
Cindy Mejia,5/24/2021,10:55:00,10:58:00,3,No answer; did not leave voicemail,NA,NA,"transferred to HR, phone kept ringing on a loop, no answer and no option to leave a VM",NA,"TAYLOR FARMS CALIFORNIA, INC.",150 Main St Ste 500,"General Farms, Primarily Crop",8317540471,93901,,,,
Cindy Mejia,5/24/2021,11:06:00,11:07:00,1,No answer; did not leave voicemail,NA,NA,"wouldn't let me make the call, saying ""account is locked""/ attempted it twice",NA,"NEWSTAR FRESH FOODS, LLC",850 Work St Ste 101,Fresh Fruits And Vegetables,8887827220,93901,,,,
Cindy Mejia,5/24/2021,11:08:00,11:11:00,3,Spoke with someone; they're interested,annel.alanis@alisal.org,yes,transferred to secretary,NON-PROFIT: Community Members,"UNDER CONSTRUCTION EDUCATIONAL NETWORK, INC.",680 Las Casitas Dr,Public Elementary School,8317535770,93905,,,,
Cindy Mejia,5/24/2021,11:15:00,11:17:00,2,No answer; left voicemail,NA,NA,NA,NA,SALINAS UNION HIGH SCHOOL DISTRICT SCHOOL BUILDING CORPORATION,1155 E Alisal St,Public Junior High School,8317967200,93905,,,,
Cindy Mejia,5/24/2021,11:20:00,11:23:00,3,Spoke with someone; they're interested,afuentes@santaritaschools.org,yes,"spoke to receptionist, gave me school counselors email, said to send her the info",NON-PROFIT: Community Members,SANTA RITA UNION SCHOOL DISTRICT,55 Rogge Rd,Public Elementary School,8314437216,93906,,,,
Cindy Mejia,5/24/2021,11:27:00,11:29:00,2,Spoke with someone; they're interested,(831) 443-0200,NA,"front desk put me on hold, then told me that i need to call district office and gave me their number",NA,SANTA RITA UNION SCHOOL DISTRICT,2014 Santa Rita St,Public Elementary School,8314437221,93906,,,,
Cindy Mejia,5/24/2021,11:31:00,11:34:00,3,Spoke with someone; they're interested,jfausto@salinascity.k12.ca.us,NA,"front desk gave me school's principal's email, said to email him with information",NON-PROFIT: Community Members,SALINAS SCHOOL DISTRICT,1465 Modoc Ave,Public Elementary School,8317535675,93906,,,,
Cindy Mejia,5/24/2021,11:47:00,11:54:00,7,Spoke with someone; they're interested,73 Paloma Ave Salinas CA 93906,no,"transferred 3 times. I ended up getting trasnferred to a in patient home, they gave me their address to mail flyers to",NA,NATIVIDAD MEDICAL CENTER,1441 Constitution Blvd,General Medical And Surgical Hospitals,8317554111,93906,,,,
Stephanie Serna,5/24/2021,11:32:00,11:38:00,6,Spoke with someone; they're interested,rdgadmin@windsorcares.com  ATTN Rachel Bruton,NA,NA,HEALTHCARE: In-Patient,"WINDSOR SKYLINE CARE CENTER, LLC",348 Iris Dr,Convalescent Home With Continuous Nursing Care,8314495496,93906,,,,
Stephanie Serna,5/24/2021,11:39:00,11:42:00,3,Spoke with someone; they're interested,T0676.hrteam@target.com - ATTN: Mark,yes,SALINAS Target store,CORPORATION: Employees,"TARGET STORES, INC.",1640 N Main St,"Department Stores, Discount",8314420547,93906,,,,
Stephanie Serna,5/24/2021,11:43:00,11:43:00,0,No answer; did not leave voicemail,NA,NA,no longer in service,NA,"SG PERSONNEL, LLC",420 Espinosa Rd,"Plants, Potted: Growing Of",8314440523,93907,,,,
Stephanie Serna,5/24/2021,11:48:00,11:51:00,3,No answer; left voicemail,NA,NA,"transferred to manager, Mike -- left VM",SMALL BUSINESS: Customers,SCHEID VINEYARDS INC.,305 Hilltown Rd,Grapes,8314559990,93908,,,,
Stephanie Serna,5/24/2021,11:53:00,11:56:00,3,Spoke with someone; they're interested,ariana@matsuinursery.com,yes,NA,CORPORATION: Employees,"MATSUI NURSERY, INC.",1645 Old Stage Rd,"Nursery Stock, Growing Of",8314226433,93908,,,,
Stephanie Serna,5/24/2021,11:57:00,11:57:00,0,No answer; left voicemail,NA,NA,NA,EDUCATIONAL: Children,MONTEREY COUNTY OFFICE OF EDUCATION,901 Blanco Cir,Public Elementary And Secondary Schools,8317550300,93901,,,,
Cindy Mejia,5/25/2021,9:46:00,9:47:00,1,No answer; did not leave voicemail,NA,NA,"operator machine mentioned that, office is no open to the public and caller must select from the follwoing directory. I attempted to get connect to HR, but their VM was on loop and did not leave me an option to leave a VM/",NA,SALINAS NEWSPAPERS LLC,1093 S Main St Ste 101,"Newspapers, Publishing And Printing",8314242221,93901,,,,
Cindy Mejia,5/25/2021,9:50:00,9:54:00,4,Spoke with someone; they're interested,raquel@pim4u.com,yes,"transferred to appropriate department,",CORPORATION: Employees,"PACIFIC INTERNATIONAL VEGETABLE MARKETING, INC.",740 Airport Blvd,Fresh Fruits And Vegetables,8314223745,93901,,,,
Cindy Mejia,5/25/2021,9:57:00,10:00:00,3,Spoke with someone; they're interested,lmiguel@rocket.com,yes,receptionist will get email to right person.,CORPORATION: Employees,"ROCKET FARMS, INC.",2651 Cabrillo Hwy N,"Flowers: Grown Under Cover (e.g., Greenhouse Production)",8002275229,94019,,,,
Cindy Mejia,5/25/2021,10:02:00,10:06:00,4,Spoke with someone; they're interested,jbarqueno@growerstrans.com,yes,NA,CORPORATION: Employees,"GROWERS TRANSPLANTING, INC.",360 Espinosa Rd,"Vegetable Crops, Grown Under Cover",8314493440,93907,,,,
Cindy Mejia,5/25/2021,10:18:00,10:26:00,8,Spoke with someone; they're interested,selenevillegas@taproduce.com,yes,"transferred over to another department, then placed on hold, then got transferred to supervisor to see if they could recive that type of information. Supervisor iwll send email to director",CORPORATION: Employees,"PLANT TAPE USA, INC.",1 Harris Rd Fl 1 # 1,Vegetables And Melons,8314552255,93908,,,,
Cindy Mejia,5/25/2021,10:29:00,10:32:00,3,No answer; left voicemail,NA,NA,"transferred to Ashley, no answer, left a VM",NA,"TANIMURA & ANTLE FRESH FOODS, INC.",1 Harris Rd,Lettuce Farm,8314552950,93908,,,,
Cindy Mejia,5/25/2021,10:33:00,10:35:00,2,Spoke with someone; they're interested,yesenia@premiumpacking.com,yes,"receptionist gave me HR's email, will send info to her",CORPORATION: Employees,"PREMIUM PACKING, INC.",449 Harrison Rd,Crop Harvesting,8314436855,93907,,,,
Cindy Mejia,5/25/2021,10:37:00,10:38:00,1,No answer; did not leave voicemail,NA,NA,"transferred to HR, then they hung up",NA,SALINAS VALLEY MEMORIAL HEALTHCARE SYSTEMS,450 E Romie Ln,"Hospital, Affiliated With Ama Residency",8317574333,93901,,,,
Cindy Mejia,5/25/2021,10:41:00,10:43:00,2,Spoke with someone; they're interested,connie@aoseguera.com,yes,"receptionist gave me HR's email, will send info to her",CORPORATION: Employees,"A. OSEGUERA COMPANY, INC.",1099 Rogge Rd,Labor Contractors (employment Agency),8314434155,93906,,,,
Cindy Mejia,5/25/2021,10:44:00,10:47:00,3,No answer; left voicemail,NA,NA,NA,NA,"ORGANICGIRL, LLC",900 Work St,"Ready-To-Eat Meals, Salads, And Sandwiches",8317587800,93901,,,,
Valeria Lazaro Rodriguez,5/25/2021,9:58:00,10:00:00,2,No answer; left voicemail,NA,NA,Automated message said to leave VM.,NA,ESALEN INSTITUTE,55000 Highway 1,Educational Services,8312501022,93920,,,,
Valeria Lazaro Rodriguez,5/25/2021,10:06:00,10:07:00,1,No answer; did not leave voicemail,NA,NA,"Spoke with someone, store is in Phoenix. Found correct HR email for store in CA, kmorgenrath@nepenthebigsur.com (emailed at 10:09 AM)",NA,NEPENTHE,48510 Highway 1,Gift Shop,8316672347,93920,,,,
Valeria Lazaro Rodriguez,5/25/2021,10:17:00,10:19:00,2,No answer; left voicemail,NA,NA,Transferred to HR and left VM,NA,"CVR HSGE, LLC",1 Old Ranch Rd,Resort Hotel,8316259500,93923,,,,
Valeria Lazaro Rodriguez,5/25/2021,10:22:00,10:24:00,2,Spoke with someone; they're interested,"Diana, didiana@montereypacific.com",NA,"HR team is working remotely, gave me number of HR employee who focuses on Covid-related issues. Emailed didiana@montereypacific.com at 10:25 AM",NA,"MONTEREY PACIFIC, INC.",169 the Crossroads Blvd,Vineyard Management And Maintenance Services,8316784845,93923,,,,
Valeria Lazaro Rodriguez,5/25/2021,10:27:00,10:29:00,2,No answer; left voicemail,NA,NA,"Option to transfer to HR, left VM",NA,"MISSION RANCH, INC.",26270 Dolores St,Resort Hotel,8316246436,93923,,,,
Valeria Lazaro Rodriguez,5/25/2021,10:35:00,10:37:00,2,No answer; left voicemail,NA,NA,Transferred to HR and left VM,NA,"QUAIL LODGE, INC.",8205 Valley Greens Dr,Resort Hotel,8316241581,93923,,,,
Valeria Lazaro Rodriguez,5/25/2021,10:39:00,10:41:00,2,No answer; left voicemail,NA,NA,Transferred to HR and left VM,NA,NORTHERN CALIFORNIA CONGREGATIONAL RETIREMENT HOMES INC,8545 Carmel Valley Rd,Convalescent Home,8316241281,93923,,,,
Valeria Lazaro Rodriguez,5/25/2021,10:44:00,10:45:00,1,No answer; left voicemail,NA,NA,Transferred to HR and left VM,NA,"TEHAMA GOLF CLUB, LLC",4 Tehama,"Golf Club, Membership",8316222200,93923,,,,
Valeria Lazaro Rodriguez,5/25/2021,10:46:00,10:48:00,2,Spoke with someone; they're interested,liz@ravaranch.com (emailed her at 10:53 AM),NA,Asked to send email with info and flyers,NA,"RAVA RANCHES, INC.",700 Airport Rd,"General Farms, Primarily Animals",8313853285,93930,,,,
Valeria Lazaro Rodriguez,5/25/2021,10:55:00,10:56:00,1,Spoke with someone; they're not interested,NA,NA,Already have a counseling department,NA,SOUTH MONTEREY COUNTY JOINT UNION HIGH SCHOOL DISTRICT,720 Broadway St,Public Senior High School,8313855461,93930,,,,
Joy Hinshilwood,5/25/2021,9:22:00,9:25:00,3,No answer; left voicemail,NA,NA,NA,NA,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL FOUNDATION,300 Canal St,"Hospital, Affiliated With Ama Residency",8313856000,93930,,,,
Joy Hinshilwood,5/25/2021,9:26:00,9:30:00,4,No answer; left voicemail,NA,NA,NA,NA,CALIFORNIA DEPARTMENT OF FORESTRY AND FIRE PROTECTION,51251 Pine Canyon Rd,Fire Protection,8313859314,93930,,,,
Joy Hinshilwood,5/25/2021,9:30:00,9:33:00,3,Spoke with someone; they're interested,skolonics@mtusd.k12.ca.us,NA,NA,EDUCATIONAL: Children,MONTEREY PENINSULA UNIFIED SCHOOL DISTRICT,390 Carmel Ave,Public Elementary School,8313842384,93933,,,,
Joy Hinshilwood,5/25/2021,9:33:00,9:40:00,7,Spoke with someone; they're interested,bhutcins@innsofmonterey.com,NA,NA,CORPORATION: Employees,COLUMBIA HOSPITALITY INC,652 Cannery Row,Hotels,8316468900,93940,,,,
Joy Hinshilwood,5/25/2021,9:42:00,9:47:00,5,No answer; left voicemail,NA,NA,NA,NA,THE MONTEREY BAY AQUARIUM FOUNDATION,886 Cannery Row,Aquarium,8316484800,93940,,,,
Joy Hinshilwood,5/25/2021,9:48:00,9:53:00,5,No answer; left voicemail,NA,NA,NA,NA,FISH HOPPER,700 Cannery Row Ste O,Seafood Restaurants,8313728543,93940,,,,
Joy Hinshilwood,5/25/2021,10:03:00,10:07:00,4,Spoke with someone; they're interested,victoria.ramirez@marriott.com,NA,NA,CORPORATION: Employees,"MARRIOTT INTERNATIONAL, INC.",350 Calle Principal,Hotels,8316494234,93940,,,,
Joy Hinshilwood,5/25/2021,10:07:00,10:08:00,1,Spoke with someone; they're interested,doliphant@portolahotel.com,NA,NA,CORPORATION: Employees,"CUSTOM HOUSE HOTEL, L.P.",2 Portola Plz,Bed And Breakfast Inn,8316494511,93940,,,,
Joy Hinshilwood,5/25/2021,10:08:00,10:14:00,6,Spoke with someone; they're interested,NA,NA,sargent might call the crisis line for more info later,NON-PROFIT: Community Members,CITY OF MONTEREY,351 Madison St,"Police Protection, Local Government",8316463800,93940,,,,
Joy Hinshilwood,5/25/2021,10:14:00,10:18:00,4,No answer; did not leave voicemail,NA,NA,rang forever,NA,"PORTFOLIO HOTELS & RESORTS, LLC",700 Munras Ave,Hotels,8313752411,93940,,,,
Joy Hinshilwood,5/25/2021,10:18:00,10:20:00,2,No answer; left voicemail,NA,NA,NA,NA,"DMC CONSTRUCTION, INCORPORATED",2110 Del Monte Ave,School Building Construction,8316561600,93940,,,,
Joy Hinshilwood,5/25/2021,10:20:00,10:26:00,6,Spoke with someone; they're interested,MONACT@windsorcares.com,NA,NA,CORPORATION: Employees,"WINDSOR MONTEREY CARE CENTER, LLC",1575 Skyline Dr,Convalescent Home With Continuous Nursing Care,8313732731,93940,,,,
Joy Hinshilwood,5/25/2021,11:03:00,11:08:00,5,No answer; left voicemail,NA,NA,NA,NA,THE MONTEREY PENINSULA COLLEGE FOUNDATION,980 Fremont St,Community College,8316464000,93940,,,,
Joy Hinshilwood,5/25/2021,11:09:00,11:11:00,2,No answer; did not leave voicemail,NA,NA,disconnected number,NA,SHOP.COM,1 Lower Ragsdale Dr # 1,Catalog Sales,8316476024,93940,,,,
Joy Hinshilwood,5/25/2021,11:11:00,11:12:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,MONTEREY ONE WATER,5 Harris Ct Bldg D,Sewerage Systems,8313723367,93940,,,,
Joy Hinshilwood,5/25/2021,11:12:00,11:17:00,5,No answer; did not leave voicemail,NA,NA,"no accessable voicemail, I got redirected in a circle through their phone menue",NA,"PRO ACT, LLC",40 Ragsdale Dr Ste 200,"Fruits, Fresh",8316554250,93940,,,,
Joy Hinshilwood,5/25/2021,11:17:00,11:19:00,2,No answer; did not leave voicemail,NA,NA,customer facing no hr access,NA,"CALIFORNIA PIZZA KITCHEN, INC.",1100 Del Monte Ctr,Pizza Restaurants,8313754975,93940,,,,
Joy Hinshilwood,5/25/2021,11:19:00,11:20:00,1,No answer; did not leave voicemail,NA,NA,line was busy,NA,DATA RECOGNITION CORPORATION,20 Ryan Ranch Rd,"Business Consulting, Nec",8313930700,93940,,,,
Joy Hinshilwood,5/25/2021,11:21:00,11:25:00,4,No answer; left voicemail,NA,NA,NA,NA,EXCELLIGENCE LEARNING CORPORATION,20 Ryan Ranch Rd Ste 200,"Education Aids, Devices And Supplies",8313332000,93940,,,,
Lilia Miranda,5/25/2021,9:16:00,9:20:00,4,Spoke with someone; they're interested,info@aciedge.com,NA,NA,NA,"AUGUSTINE CONSULTING, INC.",24560 Silver Cloud Ct # 102,Engineering Services,8319201754,93940,,,,
Lilia Miranda,5/25/2021,9:21:00,9:24:00,3,Spoke with someone; they're interested,highlandsranch@viliving.com,NA,NA,NA,CLASSIC RESIDENCE MANAGEMENT LIMITED PARTNERSHIP,200 Glenwood Cir Ofc,Hotels And Motels,8313730101,93940,,,,
Lilia Miranda,5/25/2021,9:28:00,9:30:00,2,Spoke with someone; they're interested,en@efn.com,NA,NA,NA,ROBERT HALF INTERNATIONAL INC.,4 Lower Ragsdale Dr # 101,Placement Agencies,8312419042,93940,,,,
Lilia Miranda,5/25/2021,9:31:00,9:35:00,4,Spoke with someone; they're interested,info@doctorsonduty.com,NA,NA,NA,CYPRESS HEALTHCARE PARTNERS LLC,100 Wilson Rd Ste 100 # 100,"Clinic, Operated By Physicians",8316491000,93940,,,,
Lilia Miranda,5/25/2021,9:37:00,9:39:00,2,No answer; left voicemail,NA,NA,NA,NA,"STAHL MOTOR COMPANY, INC.",498 Fremont St,"Automobiles, New And Used",8313752456,93940,,,,
Lilia Miranda,5/25/2021,9:41:00,9:46:00,5,Spoke with someone; they're interested,pkdiffenbaugh@mpusd.k12.ca.us,NA,NA,NA,MONTEREY PENINSULA UNIFIED SCHOOL DISTRICT,294 Hillcrest Ave,Public Junior High School,8313843550,93933,,,,
Lilia Miranda,5/25/2021,9:50:00,9:54:00,4,Spoke with someone; they're interested,William.Goldfield@Dole.com,NA,NA,NA,"DOLE FRESH VEGETABLES, INC.",2959 Salinas Hwy,"Food Preparations, Nec",8314228871,93940,,,,
Lilia Miranda,5/25/2021,9:56:00,10:00:00,4,Spoke with someone; they're interested,vnainfo@ccvna.com,NA,NA,NA,"CENTRAL COAST VNA & HOSPICE, INC.",5 Lower Ragsdale Dr # 10,Visiting Nurse Service,8313726668,93940,,,,
Lilia Miranda,5/25/2021,10:03:00,10:08:00,5,Spoke with someone; they're interested,plsc@ciginsurance.com,NA,NA,NA,CALIFORNIA CAPITAL INSURANCE COMPANY,2300 Garden Rd,"Fire, Marine And Casualty Insurance And Carriers",8312335500,93940,,,,
Lilia Miranda,5/25/2021,10:16:00,10:20:00,4,Spoke with someone; they're interested,information@chomp.org,NA,NA,NA,MONTAGE HEALTH,23625 Holman Hwy,General Medical And Surgical Hospitals,8316254830,93940,,,,
Lilia Miranda,5/25/2021,10:21:00,10:25:00,4,Spoke with someone; they're interested,admissions@nps.edu,NA,NA,NA,NAVAL POSTGRADUATE SCHOOL,1 University Cir Rm M10,University,8316567893,93943,,,,
Lilia Miranda,5/25/2021,10:30:00,10:33:00,3,Spoke with someone; they're interested,ContactGSOIS@nps.edu,NA,NA,NA,NAVAL POSTGRADUATE SCHOOL,1635 Cunningham Rd Rm 116,University,8316562023,93943,,,,
Lilia Miranda,5/25/2021,10:35:00,10:39:00,4,Spoke with someone; they're interested,marie.l.dobachesky.civ@mail.mil,NA,NA,NA,NAVY EXCHANGE SERVICE COMMAND,1650 Lake Del Monte Dr,Army-Navy Goods Stores,8313753737,93943,,,,
Lilia Miranda,5/25/2021,10:45:00,10:48:00,3,No answer; left voicemail,NA,NA,NA,NA,"ARAMARK SERVICES, INC.",800 Asilomar Blvd,Hotels,8313728016,93950,,,,
Lilia Miranda,5/25/2021,10:50:00,10:52:00,2,No answer; left voicemail,NA,NA,NA,NA,"200 LIGHTHOUSE, LLC",200 Lighthouse Ave,Convalescent Home,8313752695,93950,,,,
Lilia Miranda,5/25/2021,10:53:00,10:57:00,4,Spoke with someone; they're interested,rfreiri@gatewaycenter.org,NA,NA,NA,"GATEWAY CENTER OF MONTEREY COUNTY, INC.",850 Congress Ave,Mentally Handicapped Home,8313728002,93950,,,,
Lilia Miranda,5/25/2021,11:00:00,11:04:00,4,Spoke with someone; they're interested,rporras@pgusd.org,NA,NA,NA,PACIFIC GROVE UNIFIED SCHOOL DIST,1065 Congress Ave,Public Elementary School,8316466560,93950,,,,
Lilia Miranda,5/25/2021,11:05:00,11:08:00,3,Spoke with someone; they're interested,email@pebblebeach.com,NA,NA,NA,PEBBLE BEACH RESORT CO DBA LONE CYPRESS SHOP,2700 17 Mile Dr,Public Golf Courses,8316477500,93953,,,,
Lilia Miranda,5/25/2021,11:09:00,11:10:00,1,No answer; left voicemail,NA,NA,NA,NA,MONTEREY PENINSULA COUNTRY CLUB,3000 Club Rd,"Country Club, Membership",8313731556,93953,,,,
Lilia Miranda,5/25/2021,11:12:00,11:15:00,3,Spoke with someone; they're interested,rxo1011@lausd.net,NA,NA,NA,ROBERT LOUIS STEVENSON SCHOOL,3152 Forest Lake Rd,Private Elementary And Secondary Schools,8316258300,93953,,,,
Lilia Miranda,5/25/2021,11:16:00,11:20:00,4,No answer; left voicemail,NA,NA,NA,NA,"TARGET STORES, INC.",2040 California Ave,"Department Stores, Discount",8313921990,93955,,,,
Lilia Miranda,5/25/2021,11:23:00,11:25:00,2,No answer; left voicemail,NA,NA,NA,NA,TUCSON HOTELS LP,1441 Canyon Del Rey Blvd,Hotels And Motels,8313931115,93955,,,,
Lilia Miranda,5/25/2021,11:30:00,11:31:00,1,No answer; left voicemail,NA,NA,NA,NA,BSL GOLF CORP.,1 Mcclure Way,Public Golf Courses,8318997271,93955,,,,
Lilia Miranda,5/25/2021,11:33:00,11:37:00,4,Spoke with someone; they're interested,crusso@schcd.com,NA,NA,NA,SOLEDAD COMMUNITY HEALTH CARE DISTRICT FOUNDATION,612 Main St,Skilled Nursing Care Facilities,8316782462,93960,,,,
Lilia Miranda,5/25/2021,11:40:00,11:43:00,3,Spoke with someone; they're interested,rbangs@soledad.k12.ca.us,NA,NA,NA,SOLEDAD UNIFIED SCHOOL DISTRICT,400 Entrada Dr,Public Elementary School,8316786480,93960,,,,
Lilia Miranda,5/25/2021,11:45:00,11:47:00,2,No answer; left voicemail,NA,NA,NA,NA,COSTA SONS,36817 Foothill Rd,Broccoli Farm,8316780799,93960,,,,
Lilia Miranda,5/25/2021,11:50:00,11:54:00,4,Spoke with someone; they're interested,info@blazerwilkinson.com,NA,NA,NA,"BLAZER WILKINSON, LP",19040 Portola Dr,Fresh Fruits And Vegetables,8314553700,93908,,,,
Lilia Miranda,5/25/2021,11:55:00,11:59:00,4,Spoke with someone; they're interested,admissions@ndnu.edu,NA,NA,NA,NOTRE DAME DE NAMUR UNIVERSITY,1500 Ralston Ave,University,6505083500,94002,,,,
Lilia Miranda,5/25/2021,12:01:00,12:04:00,3,Spoke with someone; they're interested,raj@jsbindery.com,NA,NA,NA,"J'S TRADE BINDERY SERVICES, INC.",209 Oxford Way,Trade Binding Services,6504861475,94002,,,,
Lilia Miranda,5/25/2021,12:08:00,12:11:00,3,Spoke with someone; they're interested,wellness@smcgov.org,NA,NA,NA,COUNTY OF SAN MATEO,1 Davis Dr,"Administration Of Social And Manpower Programs, County Government",6508027507,94002,,,,
Stephanie Serna,5/25/2021,9:51:00,9:55:00,4,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,"RINGCENTRAL, INC.",20 Davis Dr,Data Processing And Preparation,6504724100,94002,,,,
Stephanie Serna,5/25/2021,9:56:00,9:58:00,2,Spoke with someone; they're interested,lkirby@belmont.gov,NA,HR 650-595-7452,NA,CITY OF BELMONT,1 Twin Pines Ln Ste 230,Mayors' Office,6505957408,94002,,,,
Stephanie Serna,5/25/2021,10:00:00,10:02:00,2,Spoke with someone; they're interested,candy@rjlobugh.com,NA,NA,SMALL BUSINESS: Customers,"PACIFIC SCREW PRODUCTS, INC.",1331 Old County Rd Ste C,"Machine Shop, Jobbing And Repair",6505839682,94002,,,,
Stephanie Serna,5/25/2021,11:12:00,11:15:00,3,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,JAMES ELECTRONICS LIMITED,1355 Shoreway Rd,"Electronic Kits And Parts, Mail Order",6505926718,94002,,,,
Stephanie Serna,5/25/2021,11:20:00,11:23:00,3,No answer; left voicemail,maureen.aquino@nikon.com,NA,transferred to HR Maureen left VM,CORPORATION: Employees,NIKON PRECISION INC.,1399 Shoreway Rd,Industrial Machinery And Equipment,6505084674,94002,,,,
Stephanie Serna,5/25/2021,11:25:00,11:25:00,0,No answer; did not leave voicemail,NA,NA,ph# disconnected,NA,"MONSTER, INC.",601 Gateway Blvd Ste 900,Video And Audio Equipment,4158402000,94080,,,,
Stephanie Serna,5/25/2021,11:28:00,11:30:00,2,No answer; left voicemail,NA,NA,left VM on HR ext,HEALTHCARE: Out-Patient,"CAREDX, INC.",3260 Bayshore Blvd,Medical Laboratories,4152872300,94005,,,,
Stephanie Serna,5/25/2021,11:32:00,11:35:00,3,No answer; did not leave voicemail,NA,NA,transferred to Kathryn Chow - HR no answer,HEALTHCARE: Out-Patient,"CUTERA, INC.",3240 Bayshore Blvd,"Laser Systems And Equipment, Medical",4156575500,94005,,,,
Stephanie Serna,5/25/2021,11:37:00,11:38:00,1,No answer; did not leave voicemail,NA,NA,busy signal -- number no longer in order?,NA,"BEBE STORES, INC.",400 Valley Dr,Boutiques,4157153900,94005,,,,
Stephanie Serna,5/25/2021,11:40:00,11:43:00,3,Spoke with someone; they're interested,myang@harriscompany.com,NA,Harris companies purchasing?( 651) 602-6644,CORPORATION: Employees,"F. W. SPENCER & SON, INC.",99 S Hill Dr,Plumbing Contractors,4154685000,94005,,,,
John Wigginton,5/25/2021,10:03:00,10:06:00,3,Spoke with someone; they're interested,florence@singtaousa.com,NA,NA,NA,SING TAO NEWSPAPERS SAN FRANCISCO LTD.,1818 Gilbreth Rd Ste 108,Commercial Printing And Newspaper Publishing Combined,6508088800,94010,,,,
John Wigginton,5/25/2021,10:06:00,10:08:00,2,Spoke with someone; they're not interested,NA,NA,"""we are a company""",NA,"SCHOOL APPAREL, INC.",838 Mitten Rd,"Uniforms, Except Athletic: Women's, Misses', And Juniors'",6507774500,94010,,,,
John Wigginton,5/25/2021,10:08:00,10:11:00,3,No answer; left voicemail,NA,NA,called back 7/13,NA,"CORVUS PHARMACEUTICALS, INC.",863 Mitten Rd Ste 102,Pharmaceutical Preparations,6509004520,94010,,,,
John Wigginton,5/25/2021,10:11:00,10:13:00,2,No answer; left voicemail,NA,NA,called back 7/13,NA,KSI CORP.,839 Mitten Rd Ste 200,Freight Transportation Arrangement,6509520815,94010,,,,
John Wigginton,5/25/2021,10:13:00,10:14:00,1,No answer; did not leave voicemail,NA,NA,no applicable directory,NA,AMATO INDUSTRIES INCORPORATED,1550 Gilbreth Rd,"Limousine Rental, With Driver",6506975548,94010,,,,
John Wigginton,5/25/2021,10:14:00,10:17:00,3,No answer; left voicemail,NA,NA,called back 7/13,NA,"HCR MANORCARE, INC.",1575 Bayshore Hwy Ste 200,Convalescent Home With Continuous Nursing Care,4192525743,94010,,,,
John Wigginton,5/25/2021,10:17:00,10:19:00,2,Spoke with someone; they're not interested,NA,NA,"left contact info, said it would be forwarded",NA,ENVIRONMENTAL CHEMICAL CORPORATION,1240 Bayshore Hwy,Engineering Services,6503471555,94010,,,,
John Wigginton,5/25/2021,10:19:00,10:22:00,3,No answer; left voicemail,NA,NA,called back 7/13,NA,"CUSHMAN & WAKEFIELD, INC.",1350 Bayshore Hwy Ste 900,Real Estate Leasing And Rentals,6503473700,94010,,,,
John Wigginton,5/25/2021,10:22:00,10:23:00,1,No answer; did not leave voicemail,NA,NA,disconnected,NA,"HANERGY HOLDING AMERICA, INC.",1350 Bayshore Hwy Ste 825,"Generation, Electric Power",6502883722,94010,,,,
John Wigginton,5/25/2021,10:23:00,10:25:00,2,No answer; left voicemail,NA,NA,called back 7/13,NA,BURLINGAME HIGH SCHOOL PARENTS' GROUP,1 Mangini Way,Elementary And Secondary Schools,6505582899,94010,,,,
Madison Sanders,5/25/2021,10:29:00,10:29:00,0,Spoke with someone; they're not interested,NA,NA,Has Own Resource For Assistance,NA,GRINGTEAM INC,835 Airport Blvd,Hotels And Motels,6503445500,94010,,,,
Madison Sanders,5/25/2021,10:29:00,10:30:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,PARK HOTELS & RESORTS INC.,150 Anza Blvd,Hotels And Motels,6503424600,94010,,,,
Madison Sanders,5/25/2021,10:31:00,10:35:00,4,Spoke with someone; they're not interested,NA,NA,NA,NA,"RANDSTAD PROFESSIONALS US, LLC",111 Anza Blvd Ste 202,Executive Placement,6503435111,94010,,,,
Madison Sanders,5/25/2021,10:35:00,10:37:00,2,No answer; left voicemail,NA,NA,NA,NA,"ACUMEN, LLC",500 Airport Blvd Ste 100,Systems Software Development Services,6505588882,94010,,,,
Madison Sanders,5/25/2021,10:38:00,10:39:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,VIRGIN AMERICA INC.,555 Airport Blvd,"Air Passenger Carrier, Scheduled",8773598474,94010,,,,
